Category,Question,SQL,Result,Condition,Table Used,Element
Course and Class Relationships,Show a list of classes along with the subjects and lecturers that have taught in that class.,"SELECT
  CC.class_id,
  C.course_name,
  L.lecturer_id
FROM ClassCourse AS CC
JOIN Courses AS C
  ON CC.course_id = C.course_id
JOIN Lecturers AS L
  ON CC.lecturer_id = L.lecturer_id;","[
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Machine Learning"",
  ""lecturer_id"": ""LEC01""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Mathematics for Engineering"",
  ""lecturer_id"": ""LEC04""
  },
  {
  ""class_id"": ""AI01"",
  ""course_name"": ""Natural Language Processing"",
  ""lecturer_id"": ""LEC05""
  },
  {
  ""class_id"": ""IA01"",
  ""course_name"": ""Malware Analysis and Reverse Engineering"",
  ""lecturer_id"": ""LEC05""
  },
  {
  ""class_id"": ""IA01"",
  ""course_name"": ""Mathematics for Engineering"",
  ""lecturer_id"": ""LEC01""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Lecturers']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT']"
Course and Class Relationships,Which lecturers teach the Machine Learning course?,"SELECT DISTINCT T4.fullname
FROM Courses AS T1
INNER JOIN ClassCourse AS T2
  ON T1.course_id = T2.course_id
INNER JOIN Lecturers AS T3
  ON T2.lecturer_id = T3.lecturer_id
INNER JOIN Users AS T4
  ON T3.lecturer_id = T4.user_id
WHERE
  T1.course_name = 'Machine Learning';","[
  {
  ""fullname"": ""Giang""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Lecturers', 'Users']","['AS', 'DISTINCT', 'FROM', 'INNER JOIN', 'ON', 'SELECT', 'WHERE']"
Course and Class Relationships,The number of lecturers who have taught each subject.,"SELECT c.course_name, COUNT(DISTINCT cc.lecturer_id) AS NumberOfLecturers
FROM ClassCourse cc
JOIN Courses c ON cc.course_id = c.course_id
GROUP BY c.course_name;","[
  {
  ""course_name"": ""Machine Learning"",
  ""NumberOfLecturers"": ""1""
  },
  {
  ""course_name"": ""Malware Analysis and Reverse Engineering"",
  ""NumberOfLecturers"": ""1""
  },
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""NumberOfLecturers"": ""2""
  },
  {
  ""course_name"": ""Natural Language Processing"",
  ""NumberOfLecturers"": ""1""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses']","['AS', 'DISTINCT', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'SELECT']"
Course and Class Relationships,Which courses does Professor Phuong teach?,"SELECT c.course_name
FROM ClassCourse cc
JOIN Courses c ON cc.course_id = c.course_id
JOIN Lecturers l ON cc.lecturer_id = l.lecturer_id
JOIN Users u ON l.lecturer_id = u.user_id
WHERE u.fullname = 'Phuong';","[
  {
  ""course_name"": ""Natural Language Processing""
  },
  {
  ""course_name"": ""Malware Analysis and Reverse Engineering""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Lecturers', 'Users']","['FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Course and Class Relationships,Which courses have no assigned lecturer for the SP25 semester?,"SELECT c.course_name
FROM Courses c
WHERE c.course_id NOT IN (SELECT cc.course_id FROM ClassCourse cc WHERE cc.semester = 'SP25');","[
  {
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""course_name"": ""Computer Vision""
  },
  {
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""course_name"": ""Risk Management in Information Systems""
  },
  {
  ""course_name"": ""Policy Development in Information Assurance""
  },
  {
  ""course_name"": ""Enterprise Resource Planning (ERP)""
  },
  {
  ""course_name"": ""Information System Programming Project""
  },
  {
  ""course_name"": ""Information System Design & Analysis""
  },
  {
  ""course_name"": ""Mathematics for Engineering""
  },
  {
  ""course_name"": ""Software Architecture and Design""
  },
  {
  ""course_name"": ""Software development project""
  },
  {
  ""course_name"": ""Software Requirement""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses']","['FROM', 'IN', 'NOT', 'SELECT', 'WHERE']"
Course and Class Relationships,Show the list of lecturers and how many courses they each teach.,"SELECT
  l.lecturer_id,
  COUNT(DISTINCT cc.course_id) AS course_count
FROM Lecturers AS l
JOIN ClassCourse AS cc
  ON l.lecturer_id = cc.lecturer_id
GROUP BY
  l.lecturer_id;","[
  {
  ""lecturer_id"": ""LEC01"",
  ""course_count"": ""2""
  },
  {
  ""lecturer_id"": ""LEC04"",
  ""course_count"": ""1""
  },
  {
  ""lecturer_id"": ""LEC05"",
  ""course_count"": ""2""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Lecturers']","['AS', 'DISTINCT', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'SELECT']"
Course and Class Relationships,Which lecturers teach both 'Machine Learning' and 'Mathematics for Engineering'?,"SELECT L.lecturer_id
FROM ClassCourse CC
JOIN Courses C ON CC.course_id = C.course_id
JOIN Lecturers L ON CC.lecturer_id = L.lecturer_id
WHERE C.course_name = 'Machine Learning'
INTERSECT
SELECT L.lecturer_id
FROM ClassCourse CC
JOIN Courses C ON CC.course_id = C.course_id
JOIN Lecturers L ON CC.lecturer_id = L.lecturer_id
WHERE C.course_name = 'Mathematics for Engineering';","[
  {
  ""lecturer_id"": ""LEC01""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Lecturers']","['FROM', 'INTERSECT', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Course and Class Relationships,Which courses have more than one lecturer in the same semester?,"SELECT c.course_name
FROM ClassCourse cc
JOIN Courses c ON cc.course_id = c.course_id
GROUP BY c.course_name, cc.semester
HAVING COUNT(DISTINCT cc.lecturer_id) > 1;","[
  {
  ""course_name"": ""Mathematics for Engineering""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses']","['DISTINCT', 'FROM', 'GROUP BY', 'HAVING', 'JOIN', 'ON', 'SELECT']"
Course and Class Relationships,Find the classes offered in the SP25 semester.,"SELECT DISTINCT
  class_id
FROM ClassCourse
WHERE
  semester = 'SP25';","[
  {
  ""class_id"": ""AI01""
  },
  {
  ""class_id"": ""IA01""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}",['ClassCourse'],"['DISTINCT', 'FROM', 'SELECT', 'WHERE']"
Course and Class Relationships,Which lecturers teach courses in the Computer Science major?,"SELECT DISTINCT
  L.lecturer_id
FROM ClassCourse AS CC
JOIN Courses AS C
  ON CC.course_id = C.course_id
JOIN Curriculums AS Curr
  ON C.course_id = Curr.course_id
JOIN Majors AS M
  ON Curr.major_id = M.major_id
JOIN Lecturers AS L
  ON CC.lecturer_id = L.lecturer_id
WHERE
  M.major_name = 'Artificial Intelligence';","[
  {
  ""lecturer_id"": ""LEC01""
  },
  {
  ""lecturer_id"": ""LEC04""
  },
  {
  ""lecturer_id"": ""LEC05""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Curriculums', 'Lecturers', 'Majors']","['AS', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Course and Class Relationships,Find all courses taught by lecturers who are from the Computer Science department.,"SELECT c.course_name
FROM ClassCourse cc
JOIN Courses c ON cc.course_id = c.course_id
JOIN Lecturers l ON cc.lecturer_id = l.lecturer_id
JOIN Departments d ON l.dep_id = d.dep_id
WHERE d.dep_name = 'Software Engineering'","[
  {
  ""course_name"": ""Mathematics for Engineering""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Departments', 'Lecturers']","['FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Course and Class Relationships,Find lecturers and course names associated with classes having over 40 students.,"SELECT DISTINCT
  U.fullname AS LecturerName,
  C.course_name AS CourseName
FROM ClassCourse AS CC
JOIN Enrollments AS E
  ON CC.class_course_id = E.class_course_id
JOIN Lecturers AS L
  ON CC.lecturer_id = L.lecturer_id
JOIN Users AS U
  ON L.lecturer_id = U.user_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
GROUP BY
  CC.class_course_id,
  U.fullname,
  C.course_name
HAVING
  COUNT(E.student_id) > 40;",[],"{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Enrollments', 'Lecturers', 'Users']","['AS', 'DISTINCT', 'FROM', 'GROUP BY', 'HAVING', 'JOIN', 'ON', 'SELECT']"
Curriculum and Majors,List the required courses for the Information Assurance major.,"SELECT
  c.course_name
FROM Curriculums AS cur
JOIN Majors AS m
  ON cur.major_id = m.major_id
JOIN Courses AS c
  ON cur.course_id = c.course_id
WHERE
  m.major_name = 'Information Assurance';","[
  {
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""course_name"": ""Risk Management in Information Systems""
  },
  {
  ""course_name"": ""Malware Analysis and Reverse Engineering""
  },
  {
  ""course_name"": ""Policy Development in Information Assurance""
  },
  {
  ""course_name"": ""Mathematics for Engineering""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums', 'Majors']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Curriculum and Majors,Show the list of majors and how many courses each has.,"SELECT
  m.major_name,
  COUNT(c.course_id) AS num_courses
FROM Majors AS m
JOIN Curriculums AS c
  ON m.major_id = c.major_id
GROUP BY
  m.major_name;","[
  {
  ""major_name"": ""Artificial Intelligence"",
  ""num_courses"": ""6""
  },
  {
  ""major_name"": ""Information Assurance"",
  ""num_courses"": ""6""
  },
  {
  ""major_name"": ""Information System"",
  ""num_courses"": ""6""
  },
  {
  ""major_name"": ""Software Engineering"",
  ""num_courses"": ""6""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Curriculums', 'Majors']","['AS', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'SELECT']"
Curriculum and Majors,Which major has the most number of courses?,"SELECT TOP 1 WITH TIES
    M.major_name,
    COUNT(C.course_id) AS NumberOfCourses
FROM
    Majors M
JOIN Curriculums CU ON M.major_id = CU.major_id
JOIN Courses C ON CU.course_id = C.course_id
GROUP BY
    M.major_name
ORDER BY
    NumberOfCourses DESC;","[
  {
  ""major_name"": ""Artificial Intelligence"",
  ""NumberOfCourses"": ""6""
  },
  {
  ""major_name"": ""Information Assurance"",
  ""NumberOfCourses"": ""6""
  },
  {
  ""major_name"": ""Information System"",
  ""NumberOfCourses"": ""6""
  },
  {
  ""major_name"": ""Software Engineering"",
  ""NumberOfCourses"": ""6""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums', 'Majors']","['AS', 'DESC', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WITH']"
Curriculum and Majors,Which majors require the course Mathematics for Engineering?,"SELECT
  m.major_name
FROM Majors AS m
JOIN Curriculums AS c
  ON m.major_id = c.major_id
JOIN Courses AS co
  ON c.course_id = co.course_id
WHERE
  co.course_name = 'Mathematics for Engineering';","[
  {
  ""major_name"": ""Artificial Intelligence""
  },
  {
  ""major_name"": ""Information Assurance""
  },
  {
  ""major_name"": ""Information System""
  },
  {
  ""major_name"": ""Software Engineering""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums', 'Majors']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Curriculum and Majors,Which majors do not require Introduction to Computer Science?,"SELECT major_name
FROM Majors
WHERE major_id NOT IN (SELECT major_id FROM Curriculums WHERE course_id = 'CSI');",[],"{""role"": ""Student"", ""identity"": []}","['Curriculums', 'Majors']","['FROM', 'IN', 'NOT', 'SELECT', 'WHERE']"
Curriculum and Majors,How many majors require Computer Organization and Architecture?,"SELECT count(DISTINCT major_id)
FROM Curriculums
WHERE course_id = 'CEA';","[
  {
  """": ""4""
  }
 ]","{""role"": ""Student"", ""identity"": []}",['Curriculums'],"['DISTINCT', 'FROM', 'SELECT', 'WHERE']"
Curriculum and Majors,Which majors require more than 5 courses?,"SELECT
  m.major_name
FROM Curriculums AS c
JOIN Majors AS m
  ON c.major_id = m.major_id
GROUP BY
  m.major_name
HAVING
  COUNT(DISTINCT c.course_id) > 5;","[
  {
  ""major_name"": ""Artificial Intelligence""
  },
  {
  ""major_name"": ""Information Assurance""
  },
  {
  ""major_name"": ""Information System""
  },
  {
  ""major_name"": ""Software Engineering""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Curriculums', 'Majors']","['AS', 'DISTINCT', 'FROM', 'GROUP BY', 'HAVING', 'JOIN', 'ON', 'SELECT']"
Curriculum and Majors,List the names of the required courses for the Software Engineering major.,"SELECT
  c.course_name
FROM Curriculums AS cu
JOIN Majors AS m
  ON cu.major_id = m.major_id
JOIN Courses AS c
  ON cu.course_id = c.course_id
WHERE
  m.major_name = 'Software Engineering';","[
  {
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""course_name"": ""Mathematics for Engineering""
  },
  {
  ""course_name"": ""Software Architecture and Design""
  },
  {
  ""course_name"": ""Software development project""
  },
  {
  ""course_name"": ""Software Requirement""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums', 'Majors']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Curriculum and Majors,Show the major names and the names of their required courses.,"SELECT
  m.major_name,
  c.course_name
FROM Curriculums AS cu
JOIN Majors AS m
  ON cu.major_id = m.major_id
JOIN Courses AS c
  ON cu.course_id = c.course_id;","[
  {
  ""major_name"": ""Artificial Intelligence"",
  ""course_name"": ""Machine Learning""
  },
  {
  ""major_name"": ""Artificial Intelligence"",
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""major_name"": ""Artificial Intelligence"",
  ""course_name"": ""Computer Vision""
  },
  {
  ""major_name"": ""Artificial Intelligence"",
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""major_name"": ""Artificial Intelligence"",
  ""course_name"": ""Mathematics for Engineering""
  },
  {
  ""major_name"": ""Artificial Intelligence"",
  ""course_name"": ""Natural Language Processing""
  },
  {
  ""major_name"": ""Information Assurance"",
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""major_name"": ""Information Assurance"",
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""major_name"": ""Information Assurance"",
  ""course_name"": ""Risk Management in Information Systems""
  },
  {
  ""major_name"": ""Information Assurance"",
  ""course_name"": ""Malware Analysis and Reverse Engineering""
  },
  {
  ""major_name"": ""Information Assurance"",
  ""course_name"": ""Policy Development in Information Assurance""
  },
  {
  ""major_name"": ""Information Assurance"",
  ""course_name"": ""Mathematics for Engineering""
  },
  {
  ""major_name"": ""Information System"",
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""major_name"": ""Information System"",
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""major_name"": ""Information System"",
  ""course_name"": ""Enterprise Resource Planning (ERP)""
  },
  {
  ""major_name"": ""Information System"",
  ""course_name"": ""Information System Programming Project""
  },
  {
  ""major_name"": ""Information System"",
  ""course_name"": ""Information System Design & Analysis""
  },
  {
  ""major_name"": ""Information System"",
  ""course_name"": ""Mathematics for Engineering""
  },
  {
  ""major_name"": ""Software Engineering"",
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""major_name"": ""Software Engineering"",
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""major_name"": ""Software Engineering"",
  ""course_name"": ""Mathematics for Engineering""
  },
  {
  ""major_name"": ""Software Engineering"",
  ""course_name"": ""Software Architecture and Design""
  },
  {
  ""major_name"": ""Software Engineering"",
  ""course_name"": ""Software development project""
  },
  {
  ""major_name"": ""Software Engineering"",
  ""course_name"": ""Software Requirement""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums', 'Majors']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT']"
Curriculum and Majors,Which courses are required by more than one major?,"SELECT c.course_name
FROM Curriculums cur
JOIN Courses c ON cur.course_id = c.course_id
GROUP BY c.course_name
HAVING COUNT(DISTINCT cur.major_id) > 1;","[
  {
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""course_name"": ""Mathematics for Engineering""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums']","['DISTINCT', 'FROM', 'GROUP BY', 'HAVING', 'JOIN', 'ON', 'SELECT']"
Curriculum and Majors,Which majors require both Mathematics for Engineering and Introduction to Computer Science?,"SELECT
  M.major_name
FROM Majors AS M
JOIN Curriculums AS C1
  ON M.major_id = C1.major_id
JOIN Courses AS CO1
  ON C1.course_id = CO1.course_id
JOIN Curriculums AS C2
  ON M.major_id = C2.major_id
JOIN Courses AS CO2
  ON C2.course_id = CO2.course_id
WHERE
  CO1.course_name = 'Mathematics for Engineering' AND CO2.course_name = 'Introduction to Computer Science';","[
  {
  ""major_name"": ""Artificial Intelligence""
  },
  {
  ""major_name"": ""Information Assurance""
  },
  {
  ""major_name"": ""Information System""
  },
  {
  ""major_name"": ""Software Engineering""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums', 'Majors']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Curriculum and Majors,Show the names and  number of credits of the required courses for the Information Systems major.,"SELECT
  c.course_name,
  c.no_credit
FROM Curriculums AS cu
JOIN Majors AS m
  ON cu.major_id = m.major_id
JOIN Courses AS c
  ON cu.course_id = c.course_id
WHERE
  m.major_name = 'Information System';","[
  {
  ""course_name"": ""Computer Organization and Architecture"",
  ""no_credit"": ""3""
  },
  {
  ""course_name"": ""Introduction to Computer Science"",
  ""no_credit"": ""3""
  },
  {
  ""course_name"": ""Enterprise Resource Planning (ERP)"",
  ""no_credit"": ""3""
  },
  {
  ""course_name"": ""Information System Programming Project"",
  ""no_credit"": ""3""
  },
  {
  ""course_name"": ""Information System Design & Analysis"",
  ""no_credit"": ""3""
  },
  {
  ""course_name"": ""Mathematics for Engineering"",
  ""no_credit"": ""3""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums', 'Majors']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Curriculum and Majors,Which course is required by the most majors?,"SELECT TOP 1 WITH TIES
    c.course_name
FROM
    Curriculums cu
JOIN
    Courses c ON cu.course_id = c.course_id
GROUP BY
    c.course_name
ORDER BY
    COUNT(cu.major_id) DESC;","[
  {
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""course_name"": ""Mathematics for Engineering""
  },
  {
  ""course_name"": ""Introduction to Computer Science""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums']","['DESC', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WITH']"
Curriculum and Majors,Which required courses for Software Engineering have more than 3 credits?,"SELECT c.course_name
FROM Curriculums cu
JOIN Majors m ON cu.major_id = m.major_id
JOIN Courses c ON cu.course_id = c.course_id
WHERE m.major_name = 'Software Engineering' AND c.no_credit > 3;",[],"{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums', 'Majors']","['AND', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Curriculum and Majors,Show the courses not required in Information System major,"SELECT course_name
FROM Courses
WHERE course_id NOT IN (SELECT course_id FROM Curriculums WHERE major_id = 'IS');","[
  {
  ""course_name"": ""Machine Learning""
  },
  {
  ""course_name"": ""Computer Vision""
  },
  {
  ""course_name"": ""Risk Management in Information Systems""
  },
  {
  ""course_name"": ""Malware Analysis and Reverse Engineering""
  },
  {
  ""course_name"": ""Policy Development in Information Assurance""
  },
  {
  ""course_name"": ""Natural Language Processing""
  },
  {
  ""course_name"": ""Software Architecture and Design""
  },
  {
  ""course_name"": ""Software development project""
  },
  {
  ""course_name"": ""Software Requirement""
  }
 ]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums']","['FROM', 'IN', 'NOT', 'SELECT', 'WHERE']"
Curriculum and Majors,List my courses in ascending order of the course name,"SELECT
  c.course_name
FROM Students AS s
JOIN Majors AS m
  ON s.major_id = m.major_id
JOIN Curriculums AS cur
  ON m.major_id = cur.major_id
JOIN Courses AS c
  ON cur.course_id = c.course_id
WHERE
  s.student_id = 'HE001'
ORDER BY
  c.course_name ASC;","[
  {
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""course_name"": ""Computer Vision""
  },
  {
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""course_name"": ""Machine Learning""
  },
  {
  ""course_name"": ""Mathematics for Engineering""
  },
  {
  ""course_name"": ""Natural Language Processing""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['Courses', 'Curriculums', 'Majors', 'Students']","['AS', 'ASC', 'FROM', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE']"
Curriculum and Majors,List the courses required for my major?,"SELECT
  C.course_name
FROM Curriculums AS CU
JOIN Majors AS M
  ON CU.major_id = M.major_id
JOIN Courses AS C
  ON CU.course_id = C.course_id
JOIN Students AS S
  ON M.major_id = S.major_id
WHERE
  S.student_id = 'HE001';","[
  {
  ""course_name"": ""Machine Learning""
  },
  {
  ""course_name"": ""Computer Organization and Architecture""
  },
  {
  ""course_name"": ""Computer Vision""
  },
  {
  ""course_name"": ""Introduction to Computer Science""
  },
  {
  ""course_name"": ""Mathematics for Engineering""
  },
  {
  ""course_name"": ""Natural Language Processing""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['Courses', 'Curriculums', 'Majors', 'Students']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Curriculum and Majors,List the instructors who taught the courses I have taken,"SELECT T3.fullname, T2.course_id, T2.class_id
FROM Enrollments AS T1
INNER JOIN ClassCourse AS T2
  ON T1.class_course_id = T2.class_course_id
INNER JOIN Users AS T3
  ON T2.lecturer_id = T3.user_id
WHERE
  T1.student_id = 'HE001';","[
  {
  ""fullname"": ""Giang"",
  ""course_id"": ""AIL"",
  ""class_id"": ""AI01""
  },
  {
  ""fullname"": ""Hai"",
  ""course_id"": ""MAE"",
  ""class_id"": ""AI01""
  },
  {
  ""fullname"": ""Phuong"",
  ""course_id"": ""NLP"",
  ""class_id"": ""AI01""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}","['ClassCourse', 'Enrollments', 'Users']","['AS', 'FROM', 'INNER JOIN', 'ON', 'SELECT', 'WHERE']"
Curriculum and Majors,Which majors require taking Mathematics for Engineering,"SELECT
  m.major_name
FROM Majors AS m
JOIN Curriculums AS c
  ON m.major_id = c.major_id
WHERE
  c.course_id = 'MAE';","[
  {
  ""major_name"": ""Artificial Intelligence""
  },
  {
  ""major_name"": ""Information Assurance""
  },
  {
  ""major_name"": ""Information System""
  },
  {
  ""major_name"": ""Software Engineering""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['Curriculums', 'Majors']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Complex/Combined Scenarios,Find all students enrolled in the same courses as me?,"SELECT DISTINCT E2.student_id
FROM Enrollments AS E1
JOIN Enrollments AS E2 ON E1.class_course_id = E2.class_course_id
WHERE E1.student_id = 'HE001' AND E2.student_id <> 'HE001';","[
  {
  ""student_id"": ""HE002""
  },
  {
  ""student_id"": ""HE003""
  },
  {
  ""student_id"": ""HE004""
  },
  {
  ""student_id"": ""HE005""
  }
 ]","{""role"": ""Student"", ""identity"": [""HE001""]}",['Enrollments'],"['AND', 'AS', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Complex/Combined Scenarios,Which students share a class with me but are not in my major?,"SELECT DISTINCT
  S.student_id
FROM Enrollments AS E1
JOIN Enrollments AS E2
  ON E1.class_course_id = E2.class_course_id
JOIN Students AS S
  ON E2.student_id = S.student_id
WHERE
  E1.student_id = 'HE001'
  AND S.major_id <> (
    SELECT
      major_id
    FROM Students
    WHERE
      student_id = 'HE001'
  )
  AND S.student_id <> 'HE001';",[],"{""role"": ""Student"", ""identity"": [""HE001""]}","['Enrollments', 'Students']","['AND', 'AS', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Complex/Combined Scenarios,Which are the most difficult courses based on the average grades of all students?,"SELECT TOP 1 WITH TIES
  c.course_name
FROM Enrollments AS e
JOIN ClassCourse AS cc
  ON e.class_course_id = cc.class_course_id
JOIN Courses AS c
  ON cc.course_id = c.course_id
WHERE
  e.status <> 'Studying'
GROUP BY
  c.course_name
ORDER BY
  AVG(e.average) ASC;","[
  {
  ""course_name"": ""Mathematics for Engineering""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Enrollments']","['AS', 'ASC', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE', 'WITH']"
Complex/Combined Scenarios,Which student has the highest average grade across all their courses?,"SELECT TOP 1 WITH TIES
  u.fullname
FROM Enrollments AS e
JOIN Students AS s
  ON e.student_id = s.student_id
JOIN Users AS u
  ON s.student_id = u.user_id
WHERE
  e.status <> 'Studying'
GROUP BY
  e.student_id,
  u.fullname
ORDER BY
  AVG(e.average) DESC;","[
  {
  ""fullname"": ""Student K""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['Enrollments', 'Students', 'Users']","['AS', 'DESC', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE', 'WITH']"
Complex/Combined Scenarios,Which student currently has the highest cumulative GPA?,"WITH RankedEnrollments AS (
  SELECT
    E.student_id,
    E.average,
    C.no_credit,
    ROW_NUMBER() OVER (
      PARTITION BY
        E.student_id,
        CC.course_id
      ORDER BY
        RIGHT(CC.semester, 2) DESC,
        CASE LEFT(CC.semester, 2)
          WHEN 'FA' THEN 3 
          WHEN 'SU' THEN 2 
          WHEN 'SP' THEN 1 
          ELSE 0
        END DESC
    ) as rn
  FROM Enrollments AS E
  JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
  JOIN Courses AS C
    ON CC.course_id = C.course_id
  WHERE
    E.status <> 'Studying' 
    AND C.no_credit > 0 
), FilteredEnrollments AS (
  SELECT
    student_id,
    average,
    no_credit
  FROM RankedEnrollments
  WHERE
    rn = 1
), StudentGPA AS (
  SELECT
    FE.student_id,
    SUM(FE.average * FE.no_credit) / SUM(FE.no_credit) AS CumulativeGPA
  FROM FilteredEnrollments AS FE
  GROUP BY
    FE.student_id
  HAVING
    SUM(FE.no_credit) > 0 
)
SELECT TOP 1 WITH TIES
  SG.student_id,
  U.fullname,
  SG.CumulativeGPA
FROM StudentGPA AS SG
JOIN Users AS U
  ON SG.student_id = U.user_id
ORDER BY
  SG.CumulativeGPA DESC;","[
  {
  ""student_id"": ""HE011"",
  ""fullname"": ""Student K"",
  ""CumulativeGPA"": ""9.7""
  }
 ]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Enrollments', 'FilteredEnrollments', 'RankedEnrollments', 'StudentGPA', 'Users']","['AND', 'AS', 'BY', 'CASE', 'DESC', 'ELSE', 'END', 'FROM', 'GROUP BY', 'HAVING', 'JOIN', 'ON', 'ORDER BY', 'OVER', 'PARTITION', 'SELECT', 'THEN', 'WHEN', 'WHERE', 'WITH']"
